filename,name,medium,location,artist,style,year,decade,text
./Images/t41.png,Coventry Chairs,Furniture,Chapel,Gordon Russell,Modernism,1960,1960s,"These chairs, designed by the renowned British furniture designer Sir Sydney Gordon Russell (1892 - 1980), were commissioned by Basil Spence to furnish his famous Coventry Cathedral: one of the architectural miracles of postwar Britain. Fittingly, Spence was among the panel of judges of the original architectural competition which selected Sheppard Robson’s winning design. More modest in scale but taking a similar approach to materiality, the chapel at Churchill is furnished by this very same chair. Balancing a sturdy, ascetic geometry with an inviting human touch in the slight ergonomic dip of the seat, the chair is in perfect harmony with the chapel’s architectural principles. "
./Images/t42.png,Cowan Court furniture,Furniture,Cowan Court,Eve Waldron,Modernism,2016,2000s,"Eve Waldron is a practice based in Cambridge. They have designed furniture for several other projects across the university, including the Homerton Buttery, Jesus College’s cafe, and Magdalene College’s award-winning new library. This playfully-designed chair, an homage to the Bauhaus school of design, is among their designs commissioned specifically for Cowan Court."
./Images/t43.png,Aerial photograph of site,Landscaping,nil,nil,nil,1959,1950s,"This aerial photograph of the site on which Churchill College was to be built was taken in 1959, the year of its purchase. Below (West) — the University Observatory. The board of Trustees paid £82,500 for the site, or around £1.6 million in 2024, at £2000 per acre. The expansion of the University into this area would radically alter the landscape. The striking, lone tree, standing in the ditch which separated the land owned by St John’s college and privately-held agricultural land, was an elm — which sadly had to be felled to make way for the new college buildings."
./Images/t44.png,Site survey,Landscaping,nil,"J. Carter, Jonas & Sons",nil,1958,1950s,"This survey of the site upon which Churchill college would later be built was drafted by J. Carter, Jonas & Sons in 1958, presented to the Board of Trustees which had been assembled to found the new institution before their purchase of the land. The eastern field, marked in red, was then owned by St. John’s College, and was being used as a Nursery Garden. The vast majority of the site, however (marked in yellow), was arable land, then under private ownership, where wheat and barley was farmed. Curious to observe, as well, was what the surveyors described as ‘a hollow, now filled with miscellaneous trees and undergrowth, which is the remaining evidence of an old gravel pit’. The survey is a fascinating window into the diverse ways in which generations human activity had already shaped the contours of the site before it would be definitively transformed by the future Churchill College.
"
./Images/t45.png,College Under Construction,Buildings,nil,nil,nil,nil,1960s,"This photograph, taken from an illustrated leaflet produced by Rattee & Kent, building contractors at the college, shows the progress of the building work on North Court — the second building to go up after the completion of the Sheppard Flats, pictured top right. It is a wonderful angle from which to view this most underrated but bewildering pieces of architecture on college grounds: the rationalism of the plan made visible and volumetric. The shaping of the elevation of the playing fields — a priority for the college’s first master, Sir John Cockroft — is evident, and the finish of the grounds form a dramatic contrast with the carved-out earthworks on the main site. Also visible in the lower left is the mound along Madingley Road, planned by landscape architect Sheila Haywood, taking shape. The state of the soil as a result of the building works would later cause issues for her: after construction, the soil on site had become compacted and waterlogged."
./Images/t46.png,Madingley Road Mound,Landscaping,nil,Sheila Haywood,nil,1959,1950s,"The mound and foliage which screen the college along Madingley road, forming its southern boundary, was present in the plans for the college’s landscape from the beginning. Sheppard Robson’s original 1958 report on the design objectives for the college makes this quite clear: ‘Nearly the whole of the Madingley Road perimeter of the site is planted with trees to form a screen between the new college buildings and this main traffic route’. In 1959, Sheila Haywood, then a significant figure in post-war landscape architecture, came on to the Churchill College project as its lead landscape consultant and architect. Her 1959 proposal for this tree screen included rows of caucasian lime trees (thirty-one total tilia x euchlora) which would be held between two sets of four oriental planes (Platanus orientalis), broken up by willows (twenty-seven total salix coerulea), and, interestingly, temporary interplanting of balsam poplar (populus trichocarpa) to act as screening while the limes and oriental planes grew over the next 10-15 years. <br> <br>

This planting was undertaken between 1959-60 and the shaping of the mound completed with the end of construction in 1969. Unfortunately, as Paula Laycock recounts in her book on the college grounds, most of the non-native trees had died by 1998, and were replaced with native trees. In addition, the slopes of the bank were re-sown, incorporating wildflowers. Nonetheless, the general shape of the plan — of a shapely, verdant screen elegantly punctuated by the romantic forms of the willows — remains surprisingly intact. The mound is as practical as it is picturesque: blocking the noise of traffic and, with the ditch which runs along the perimeter, unobtrusively establishing the boundary between the college and the world beyond. At the same time, this frame is planted in a way that integrates the college in the wider landscape: as Haywood explains in a typed document accompanying her plan, her selection of deciduous trees were to ‘give some continuity with the trees further up Madingley Road’. In a way, the mound acts not unlike a ha-ha, though lacking a built wall. This spray of wilderness, straight out of the playbook of the great eighteenth-century English landscape gardeners, serves as a wonderful frame for the geometrical forms of the brick-and-concrete South Court buildings, which just about peek through. Indeed, the wilderness is not altogether artificial: this narrow band today forms part of a designated wildlife corridor.
"
./Images/t47.png,Sheila Haywood’s 1959 Master Planting Plan,Landscaping,nil,Sheila Haywood,nil,1959,1950s,"In 1959, Sheila Haywood, then a significant figure in post-war landscape architecture, came on to the Churchill College project as its lead landscape consultant and architect. Her planting plan for the college was a simple but effective one: in her own words the main College buildings were ‘designed to be held in a framework of evergreen oaks, mahonia squifolium and clipped box’. (unfortunately, the oak was not to fare too well over the next few years, many falling victim to the extremely harsh winter of 1963) This framework hugs the contours of the site, providing privacy while providing a natural counterpoint to the geometrical forms of the college architecture: it is a frame which allows the buildings to breathe. Unimposing, responding to the architectural division of space — the planting makes this division seem almost natural. Most striking are the trees which were originally to be planted between the sporting grounds, abandoned when the plans for the courts were downscaled. Today, the uninterrupted westward view towards the chapel and the sporting grounds provides a sense of freedom which is one of the most valuable characteristics of the Churchill College site — the only one with its sports fields integrated into the main site.

The levelling and re-surfacing of the ground — the soil is of a heavy clay — was also a key part of the landscaping. Various parties had a stake in this: Sir John Cockroft, the college’s first master, was anxious that the ground be levelled and treated to grow turf for the playing fields in time for the college’s opening in October 1961, even before the outcome of the architectural competition for the design of the college was known. Today, the elevation of the grounds in the college continues to bear evidence to a curious artifact of the college’s planning: a proposed road which would have traversed the west side of the college, linking the Huntingdon and Madingley Roads. It is visible in Haywood’s plan of 1959 (and bordered by some trees), but was never built. Nonetheless, a vestige of this road remains in the contouring of this section of the site, which is more elevated, and a faint outline of the original route can be seen in satellite images. It is an axis, partly hugging this contour, which service vehicles travelling to and from the college’s refuse area use.

In any case, the bird’s-eye perspective that a plan like this affords can be deceiving: Sheila Haywood did not have local control over planting everywhere in the college, about which those who lived and worked there, such as Sir John Cockroft and then-Bursar of the college, Major-General J R C (Jack) Hamilton, also had a say. As had always been the case, the landscape of the college was shaped through a constant negotiation between the varying needs and wants of the people who occupied the space. It is nonetheless significant that a large extent of this shaping was planned by a woman — in a college which would remain male-only until 1972.
"
./Images/t48.png,Planting plan for courtyard,Landscaping,nil,Sheila Haywood,nil,1959,1950s,"In 1959, Sheila Haywood, then a significant figure in post-war landscape architecture, came on to the Churchill College project as its lead landscape consultant and architect. This ambitious planting plan of hers, for one of the sunken beds of the concrete courts, speaks to the level of detail of her plans. Writing to the college’s architect Richard Sheppard on the planting of the courtyards in 1962, Haywood emphasised the role of planting in providing a counterpoint to the modernist architecture, suggesting planting in the courts which would be kept ‘very green and feathery, by way of contrast with the solidity of the paving and surrounds’. It is a philosophy she adhered to on every level of the plan. Haywood had also envisioned a scheme which would articulate Richard Sheppard’s original architectural vision, that of a ‘sequence’ of ‘linked rectangular semi-enclosures [...] the identity of each being recognisable by its particular shape, size, proportion or contents’. The same letter reveals her interest in the variety of planting across courts: ‘I think two trees is plenty in this court, and the other court I think will be best in plain grass only, with no planting whatever’. At the same time, she was careful not to overdo variety in planting in favour of preserving the coherence of the overall scheme. In a later letter of August 1963, for instance, discussing the replacement of certain plants in the sunken beds, Haywood commented, ‘I should be sorry to see much more variety introduced, as I think it is essential to retain the existing broad scale.’"
./Images/t49.png,Car Park Planting,Landscaping,Churchill Road,Sheila Haywood,nil,1963,1960s,"In 1959, Sheila Haywood, then a significant figure in post-war landscape architecture, came on to the Churchill College project as its lead landscape consultant and architect. These proposed plans for planting just outside the car park, drawn up by her in 1963, were a relatively minor part of her overall scheme, but demonstrate the consistency of her guiding architectural principles on the project: softening the architecture, providing privacy and allowing nature to frame open space, and integrating the college into the pre-existing natural landscape. ‘I have suggested Cornish elms which are a fairly neat kind of small elm much used for street planting,’ she wrote in a letter of 1963, ‘as I thought they would help to carry over the idea of elms from the opposite side of the road and give the feeling that the road was passing through a small copse’."
./Images/t50.png,North Border Planting,Landscaping,nil,Sheila Haywood,nil,1959,1950s,"In 1959, Sheila Haywood, then a significant figure in post-war landscape architecture, came on to the Churchill College project as its lead landscape consultant and architect. Haywood’s plan for planting along the northern border, today the border along Churchill Road, sought to incorporate and complement the pre-existing elms on the site. For this, Haywood favoured an alternation of elms with very different trees: the feathery cut-leafed alder (Alnus Laciniata), solid birch, and bushy cotoneaster, all underplanted with shrubs."
./Images/t51.png,1965 Planting Plan,Landscaping,nil,Sheppard Robson,nil,1965,1960s,"What is most striking about this planting plan is surely the proposed grid of Norway maple trees (Acer Platanoides)— labelled ‘A’ — between South Court and the main Wolfson/library building. Later plans seem to suggest that this planting was not actually carried out, but their presence here is interesting all the same. Drawn up by employees of Sheppard Robson in 1965, during the construction of West Court: the last stage of building on the main accommodation site. It was in this year that it was known that the originally-planned second wing of West Court which would have closed off the ring of courts and cut off the playing fields from the rest of the college, was not to be built. In the words of Bursar Major-General J R C (Jack) Hamilton, there had been a change of plan. Perhaps these trees were intended to serve the corresponding role of controlling the sight-lines between the vast expanses of the playing fields and the main courts, now that the fourth wall of the quadrangle was down. They would compensate and add a sense of privacy and protection to an inner court which now seemed more exposed; it would interrupt a space that might now have seemed too continuous, providing a sense of visual interest along the path from within the great quadrangle to the fields. The tentative planning of two tulip trees (Liriodendron tulipifera) — labelled C — in the lower corners of West Court, when no others were planted in this pattern in any of the other courts, seem to betray this sense of the planting making up for something no longer there.

Perhaps more suggestive than definitive about the exact arrangement of these trees, the grid-like layout of the planning contrasts noticeably with that of the college’s chief landscape architect, Sheila Haywood. In Haywood’s plans, trees are laid out more irregularly, in patterns which suggest constellations more than they do grids, in ways which respond to the shape of existing terrain. If planted, these rows of Norwegian maple would have stood out in contrast to Haywood’s overall scheme. In any case — this did not happen, though this plan remains a fascinating document of the ways landscape design might adapt to, and sometimes aspire to make up for, changes in the built environment."
./Images/t52.png,David Thurlow Sketches,Landscaping,Churchill Road,David Thurlow,nil,? 90s,1990s,"These sketches of the view down Churchill Road (the entrance to the Møller Center carpark can be spotted in the bottom right) were executed by David Thurlow in [the 1990s], a prominent figure in Cambridge architecture who contributed numerous designs to the college: most notably, the design of the new wing of the Archives Centre to house Margaret Thatcher’s papers, and the Study Centre. Interesting to see is the foliage by the curve in the road which would later make way for the new music and study centre extension in 2007. It is an architect’s response to the landscape: Thurlow takes an interest in the play and interaction between round and jagged, feathery forms in the foliage, studying the rhythms generated by this variance in the verticals. With an economy of forceful, expressive strokes he strips down the scene to its essentials. The sketch which holds the most architectural interest is perhaps the sketch on the top left, which seems to be set just to the side of the carpark and garages. A massive, irregular tree form — presumably the majestic Huntingdon Elm which had been standing in that spot since 1959 (and survives to this day) — disrupts the ordered progression of the three circular forms of the trees in front of it: a dark mass mediates between and balances the two. It is almost as if a different sort of pictorial logic, momentarily suspended from linear perspective, dominated instead by considerations of shape and shade, is in play in this region of the sketch. Here is another way in which the counterpointing between landscape frame and framed buildings — as conceived by the college’s original landscape architect, Sheila Haywood — can be understood. The semi-natural forms of the planting enhances the architectural landscape precisely by subverting its logic."
./Images/t53.png,Churchill Road Planting Plan,Landscaping,Churchill Road,Gordon Patterson,nil,1993,1990s,"These planting plans for Churchill road were drawn up by Gordon Patterson, who was the College Consultant Landscape Architect from 1992-1998. Among the first projects in college was the reshaping of the Churchill Road border of the college. The shrubs initially planted according to the plan of Sheila Haywood — the college’s original landscape architect — had become overgrown and misshapen. In this plan Patterson stuck closely to Haywood’s original intentions — picking shrubs similar to those Haywood had selected in her original plan."
./Images/t54.png,Churchill Oak + Randolph Churchill's tulip tree,Landscaping,Jock Colville Lawn,nil,nil,1959,1950s,"The majestic oak tree which stands on the Jock Colville Lawn was the first tree planted on site — by Sir Winston Churchill himself, nearly on the eve of his 85th birthday. The symbolic planting ceremony — marking the birth of a new Cambridge college — took place 17 October 1959. The mulberry tree in East Court was also planted by Churchill on this same occasion. Next to the oak on the Jock Colville Lawn also stands a Tulip tree planted by the Hon. Randolph Churchill — Sir Winston’s son — in 1965.

Still standing tall today, these trees root the landscape of the college in a palpable sense of history. Though these may be the most famous ones on the site — they remind us that each individual tree on the site is very much alive, each contributes its own story to the ever-branching canopy of the college’s heritage. As Churchill himself reflected in his concluding remarks to his speech made during the planting ceremony, ‘I trust and believe that this College, this seed that we have sown, will grow to shelter and nurture generations who may add most notably to the strength and happiness of our people, and to the knowledge and peaceful progress of the world. “The mighty oak from an acorn towers; A tiny seed can fill a field with flowers.”’"
./Images/t55.png,Cowan Court Birch,Landscaping,Cowan Court,"Jonathan Cook Landscape Architecture, 6a architects",nil,2016,2000s,"There is a sense in which Cowan Court itself is part of the landscape. With its ‘timber brutalist’ aesthetic (the external cladding is of oak salvaged from the floors of French freight trains) and curved walls which, as the lead architect on the project Tom Emerson put it, represent ‘a kind of receiving of the open landscape’. A type of ‘landscape building’, according to the architect, Cowan Court is designed to sink into the surrounding landscape itself. An aesthetic integration into the environment is just one way in which Cowan Court embodies the ideal of sustainable building. If the building self-effaces from the outside, entering the courtyard feels almost transformative. There is something almost religious about these ethereal, slender, feathery silver birch trees — appropriate for decorating what is at its heart a monastic quadrangle. The density of trees, unusual for a Churchill court, contributes to the sense of the courtyard as a hermetic slice of a self-contained ecosystem, a sort of mini-forest. Below the soil, rainwater collected on the roof drains through the gulleys into underground storage tanks for irrigation: another example of sustainable design."
./Images/t56.png,Wolfson Flats Gardens,Landscaping,Wolfson Flats,David Roberts,nil,1965,1960s,"The landscaping for the Wolfson Flats was not undertaken by Sheila Haywood, who landscaped the rest of the college, but by the Flats’ architects themselves — David Roberts Architects. Perhaps the fact that this property sat on the site of Whittingham Lodge, which was divided from the main site by Churchill Road (then known simply as the Private Road), and that the project was built under a very tight budget, made this a sensible option. In Roberts’ plan, the central open courtyard is conspicuously empty, possibly because there were still plans to build a pool in the area until this idea was finally shot down in 1966. The actual planting plan here is thus minimal — concentrated mainly on the open space between the existing house on Whittingham Lodge (still standing today) and the new flats. Today, the common courtyard, which incorporates a playground area, is thankfully more generously-planted. A row of trees and a hedge closes up the front of the courtyard, providing the residents with greater privacy than in Roberts’ initial plan."
./Images/t57.png,Pepper Potts Cherry trees,Landscaping,Pepperpots,John Moore,nil,2002,2000s,"Tucked away in the postgraduate accommodation area, lining the lawn of the Pepperpots houses, are a set of lovely and delicate cherry trees, an unexpected but delightful departure from the solid, earthy planting on the main site. Originally, the architect of the houses had called for an apple orchard to be planted here, having designed, according to Head Gardener John Moore, feature windows where one could look down onto flat tops of trees. Seeking to reduce the impact of the gardens on surrounding properties, and knowing from experience that the apples would attract wasps when they fell, Moore suggested replacing the apple trees in the scheme with these lighter cherry trees, which similarly would grow to a flat top."
./Images/t58.png,Sketch of view towards library,Prints,Great Court,Jenny Sanders,nil,1985,1980s,"This sketch was commissioned by the College in 1985 in connection with a fundraising appeal. The view from East Court to the library buildings feels largely unchanged. The concrete pillar is sketched in a way which makes it seem almost organic: all around, artist Jenny Saunders has integrated the textures of the built environment into that of the landscape. "
./Images/t59.png,Sketch of Hepworth and students after exam,Prints,Great Court,Jenny Sanders,nil,1985,1980s,"This sketch was commissioned by the College in 1985 in connection with a fundraising appeal. The brickwork, wonderfully articulated, has clearly captured the artist’s attention. Prominently featured lounging next to the Hepworth, in this idyllic scene, are female undergraduates among their male counterparts: it had scarcely been over a decade since women had been admitted to the college for the first time. Soft, curved edges and texturing integrates the built into the natural environment: the Hepworth, here, could almost be taken for stone."
